;Tipo;Distrito;Cuartos;Vacantes;Suites;Area;Valor;Mantenimiento;Impuesto
1607;Departamento;Comas;3;1;2;165;8500.0;1920.0;340.0
1608;Departamento;Jesús María;3;3;1;128;2800.0;914.0;236.0
1609;Departamento;Jesús María;3;1;1;90;1950.0;900.0;100.0
1610;Departamento;Villa El Salvador;3;1;0;110;3000.0;669.0;190.0
1611;Departamento;Rímac;3;1;1;178;12000.0;1529.0;532.0
1612;Departamento;Callao;2;1;1;68;1800.0;700.0;106.0
1613;Departamento;Ate;3;2;1;150;3400.0;2350.0;421.0
1614;Departamento;Chorrillos;3;1;1;108;3500.0;1000.0;130.0
1615;Departamento;San Miguel;3;1;0;107;2300.0;400.0;
1616;Casa en condominio;Callao;2;1;1;98;1500.0;50.0;50.0
1617;Departamento;Ate;2;1;2;82;2200.0;1200.0;
1618;Departamento;Ate;4;3;3;250;13000.0;3400.0;1100.0
1619;Departamento;San Miguel;2;0;0;76;1800.0;700.0;24.0
1620;Departamento;San Borja;2;0;0;90;3000.0;1000.0;400.0
1621;Departamento;Villa El Salvador;1;0;1;26;1100.0;381.0;29.0
1622;Departamento;Santa María del Mar;3;1;0;75;1000.0;650.0;
1623;Departamento;Ate;4;3;2;230;9500.0;3982.0;467.0
1624;Departamento;Santa Anita;2;0;0;50;1000.0;322.0;16.0
1625;Departamento;Rímac;3;1;1;96;5500.0;1500.0;250.0
1626;Departamento;San Borja;1;0;0;55;3000.0;720.0;80.0
1627;Departamento;Comas;3;1;2;250;10000.0;2000.0;850.0
1628;Habitación;San Borja;0;0;0;28;1300.0;603.0;53.0
1629;Departamento;Ate;2;1;1;62;1000.0;700.0;
1630;Departamento;San Borja;2;0;1;120;3900.0;500.0;100.0
1631;Departamento;Villa El Salvador;1;0;0;45;2000.0;528.0;24.0
1632;Departamento;Rímac;3;1;1;150;5500.0;900.0;
1633;Departamento;Punta Hermosa;5;2;1;230;5499.0;2300.0;600.0
1634;Departamento;San Borja;3;1;1;130;5800.0;730.0;280.0
1635;Departamento;Ate;3;2;2;83;2400.0;607.0;1400.0
1636;Departamento;San Borja;3;0;1;140;5000.0;1850.0;180.0
1637;Departamento;Rímac;2;1;0;77;3900.0;1200.0;185.0
1638;Casa de villa;Callao;2;0;0;68;1200.0;65.0;135.0
1639;Departamento;Ate;3;1;3;83;3600.0;1100.0;140.0
1640;Departamento;Comas;2;1;0;60;1000.0;;
1641;Departamento;Villa El Salvador;2;0;0;100;3800.0;600.0;
1642;Departamento;San Borja;1;0;0;50;2000.0;951.0;57.0
1643;Departamento;Jesús María;3;1;1;76;2200.0;780.0;120.0
1644;Departamento;Comas;3;1;2;115;6000.0;710.0;
1645;Departamento;Breña;3;2;2;200;9000.0;1200.0;380.0
1646;Casa en condominio;Rímac;5;0;5;850;30000.0;1500.0;2600.0
1647;Departamento;San Juan de Lurigancho;2;1;0;87;2500.0;797.0;
1648;Departamento;Jesús María;3;2;3;200;4000.0;1300.0;4500.0
1649;Departamento;San Miguel;1;1;0;55;1600.0;653.0;41.0
1650;Departamento;Mi Perú;1;0;0;60;1650.0;150.0;25.0
1651;Departamento;San Miguel;3;1;1;87;2300.0;559.0;100.0
1652;Departamento;Jesús María;3;1;1;130;2800.0;7366.0;157.0
1653;Departamento;Lince;2;1;1;80;2000.0;1300.0;1080.0
1654;Departamento;San Borja;2;2;2;76;4500.0;2050.0;308.0
1655;Departamento;Callao;2;1;1;70;1700.0;630.0;109.0
1656;Departamento;Comas;2;0;0;66;2600.0;830.0;195.0
1657;Departamento;La Molina;2;1;0;56;1600.0;394.0;16.0
1658;Departamento;Ate;4;2;1;115;2800.0;1890.0;250.0
1659;Departamento;Ate;3;1;0;94;1450.0;300.0;
1660;Departamento;San Miguel;4;1;0;160;2000.0;1032.0;1056.0
1661;Departamento;Santa María del Mar;2;1;0;44;750.0;300.0;20.0
1662;Departamento;Pucusana;1;0;0;45;740.0;180.0;25.0
1663;Departamento;Ate;2;1;1;65;1500.0;1000.0;
1664;Departamento;Ate;1;1;0;69;2500.0;1400.0;300.0
1665;Departamento;Chorrillos;3;1;2;110;5000.0;1550.0;398.0
1666;Departamento;Comas;4;3;2;230;9000.0;3000.0;1100.0
1667;Departamento;San Miguel;1;0;0;60;1800.0;470.0;
1668;Casa en condominio;Ate;5;0;3;270;20000.0;1150.0;650.0
1669;Departamento;Ate;2;1;1;70;2200.0;780.0;
1670;Departamento;Pueblo Libre;3;1;1;150;6000.0;950.0;390.0
1671;Departamento;Ate;1;2;1;100;7000.0;1990.0;2300.0
1672;Casa;San Bartolo;1;0;0;65;800.0;;
1673;Departamento;Rímac;2;1;1;80;3600.0;1250.0;235.0
1674;Departamento;Pueblo Libre;2;1;1;100;3800.0;950.0;
1675;Departamento;San Borja;1;0;0;50;2500.0;1.0;1.0
1676;Departamento;Rímac;4;2;1;170;11000.0;2700.0;570.0
1677;Departamento;Comas;2;1;0;85;3000.0;760.0;80.0
1678;Departamento;Chaclacayo;2;1;1;61;1400.0;741.0;
1679;Departamento;Ate;2;2;1;65;1800.0;593.0;54.0
1680;Departamento;Ate;3;2;3;145;2900.0;1800.0;
1681;Habitación;San Borja;1;0;0;23;1400.0;300.0;
1682;Departamento;Pueblo Libre;4;3;2;388;12000.0;6046.0;1239.0
1683;Departamento;Mi Perú;2;0;0;60;1200.0;253.0;
1684;Departamento;Jesús María;3;1;1;84;2000.0;810.0;
1685;Departamento;San Juan de Lurigancho;3;4;1;200;5000.0;1408.0;246.0
1686;Departamento;Ate;4;3;3;266;15000.0;3700.0;692.0
1687;Casa en condominio;Ate;4;4;4;806;24000.0;2081.0;2300.0
1688;Departamento;San Juan de Lurigancho;3;1;1;115;3950.0;;
1689;Flat;Ate;2;1;2;65;2200.0;2700.0;145.0
1690;Departamento;Villa El Salvador;2;0;0;75;2400.0;635.0;119.0
1691;Departamento;Pueblo Libre;3;1;0;153;6200.0;1900.0;
1692;Casa;Lince;2;0;0;70;1100.0;;
1693;Departamento;Villa El Salvador;1;0;0;42;1600.0;550.0;56.0
1694;Departamento;Punta Hermosa;3;1;0;100;3100.0;901.0;184.0
1695;Departamento;San Borja;4;1;1;230;5000.0;1821.0;500.0
1696;Departamento;San Borja;1;0;0;45;1600.0;490.0;73.0
1697;Departamento;Jesús María;2;1;1;69;1500.0;752.0;149.0
1698;Departamento;San Borja;1;0;0;35;1400.0;605.0;53.0
1699;Habitación;Pucusana;1;0;0;20;700.0;303.0;14.0
1700;Departamento;La Perla;3;2;1;130;6300.0;1600.0;330.0
1701;Habitación;Pachacámac;1;0;0;20;1090.0;300.0;15.0
1702;Departamento;Ate;5;4;5;352;13000.0;3200.0;
1703;Casa en condominio;Lince;4;0;4;400;12000.0;800.0;600.0
1704;Departamento;San Bartolo;1;0;0;65;3000.0;590.0;90.0
1705;Departamento;San Borja;1;0;0;20;3000.0;;
1706;Departamento;Ate;1;1;1;71;2500.0;1756.0;192.0
1707;Departamento;Jesús María;2;1;2;55;2000.0;1450.0;330.0
1708;Departamento;Los Olivos;2;1;1;48;1600.0;524.0;12.0
1709;Departamento;San Borja;2;0;0;74;2000.0;900.0;132.0
1710;Departamento;Mi Perú;1;0;1;73;2000.0;600.0;100.0
1711;Departamento;Rímac;2;1;0;70;3800.0;700.0;100.0
1712;Departamento;Rímac;2;1;0;96;4500.0;750.0;
1713;Departamento;El Agustino;2;0;0;75;1200.0;250.0;
1714;Departamento;Los Olivos;2;0;0;50;850.0;140.0;
1715;Departamento;La Perla;3;0;1;120;2700.0;880.0;238.0
1716;Departamento;Jesús María;3;2;2;200;3250.0;800.0;200.0
1717;Departamento;Jesús María;2;1;1;82;1400.0;620.0;
1718;Departamento;San Borja;4;1;0;100;3200.0;1022.0;
1719;Departamento;Chorrillos;2;1;0;65;2950.0;600.0;102.0
1720;Departamento;La Perla;1;0;0;50;2700.0;510.0;86.0
1721;Departamento;Mi Perú;2;1;0;56;1100.0;355.0;162.0
1722;Habitación;Pachacámac;0;0;0;25;650.0;435.0;
1723;Flat;Chorrillos;2;1;1;90;2500.0;1760.0;186.0
1724;Departamento;San Miguel;2;1;1;92;2900.0;907.0;
1725;Departamento;Jesús María;2;1;1;90;1700.0;549.0;212.0
1726;Departamento;Ate;3;3;3;266;15000.0;3700.0;692.0
1727;Casa;Lince;3;4;3;363;;;
1728;Departamento;San Borja;2;0;0;80;2400.0;995.0;180.0
1729;Departamento;San Miguel;3;2;1;135;2000.0;920.0;2400.0
1730;Casa de villa;Santa Anita;3;1;1;80;2300.0;;
1731;Departamento;La Punta;3;2;1;113;1300.0;840.0;
1732;Departamento;San Luis;2;1;1;70;1300.0;766.0;110.0
1733;Departamento;Punta Hermosa;3;1;1;105;3800.0;1200.0;
1734;Departamento;Lince;2;1;0;60;1000.0;590.0;20.0
1735;Departamento;Jesús María;3;1;1;91;1900.0;550.0;
1736;Departamento;Comas;2;1;1;82;15000.0;4000.0;5918.0
1737;Departamento;Ventanilla;2;0;0;117;1300.0;;110.0
1738;Casa en condominio;Ate;5;3;0;900;20000.0;1308.0;1601.0
1739;Departamento;San Borja;4;1;3;220;16000.0;1700.0;550.0
1740;Departamento;Rímac;2;1;1;98;4500.0;1637.0;
1741;Departamento;San Juan de Miraflores;1;1;1;64;900.0;470.0;15.0
1742;Departamento;Rímac;2;1;1;80;8000.0;2279.0;
1743;Departamento;Comas;1;0;0;54;2100.0;781.0;
1744;Departamento;Ate;3;2;1;133;3500.0;2292.0;690.0
1745;Departamento;La Punta;2;1;0;50;600.0;330.0;14.0
1746;Departamento;Ate;4;4;4;601;7000.0;5800.0;1202.0
1747;Departamento;La Perla;2;0;0;40;600.0;;
1748;Departamento;Chorrillos;3;2;1;86;3700.0;815.0;139.0
1749;Casa;Jesús María;4;5;3;222;5800.0;638.0;354.0
1750;Departamento;Pueblo Libre;3;3;1;252;9000.0;1900.0;600.0
1751;Departamento;San Miguel;2;1;0;66;2300.0;125.0;531.0
1752;Departamento;Comas;4;3;1;236;13000.0;3000.0;940.0
1753;Departamento;Ventanilla;2;1;0;70;1600.0;750.0;60.0
1754;Departamento;Ate;3;2;2;212;5500.0;1200.0;682.0
1755;Cochera;Pachacámac;0;0;0;9;100.0;446.0;
1756;Casa;Lince;3;1;0;100;1500.0;;
1757;Departamento;Comas;3;1;0;80;3500.0;1000.0;204.0
1758;Departamento;Mi Perú;2;1;1;65;1500.0;367.0;
1759;Departamento;Rímac;4;2;4;300;16000.0;4200.0;1764.0
1760;Casa;Jesús María;4;2;4;900;14000.0;1170.0;
1761;Departamento;Jesús María;3;3;1;120;2600.0;930.0;380.0
1762;Departamento;San Borja;1;0;0;55;2500.0;;
1763;Flat;San Borja;2;1;1;60;3000.0;1600.0;188.0
1764;Departamento;Rímac;3;1;1;150;5000.0;1000.0;450.0
1765;Casa de villa;Jesús María;3;2;3;284;4500.0;920.0;359.0
1766;Departamento;Chorrillos;2;1;1;84;5000.0;1107.0;210.0
1767;Casa;Barranco;2;0;0;65;800.0;;
1768;Departamento;Ate;4;3;2;244;7000.0;3110.0;6900.0
1769;Departamento;Jesús María;3;1;1;81;1900.0;1014.0;80.0
1770;Departamento;Rímac;4;1;4;200;10000.0;1600.0;1198.0
1771;Departamento;La Punta;3;1;1;108;1350.0;900.0;114.0
1772;Departamento;La Punta;1;0;1;48;1100.0;500.0;
1773;Departamento;Ate;3;2;1;98;2800.0;1520.0;110.0
1774;Departamento;Pueblo Libre;3;1;0;116;3500.0;1154.0;289.0
1775;Departamento;San Miguel;2;0;0;70;1600.0;850.0;84.0
1776;Departamento;Villa El Salvador;1;0;1;41;1700.0;630.0;55.0
1777;Departamento;San Luis;2;1;0;53;1000.0;400.0;16.0
1778;Departamento;San Luis;3;1;1;64;1200.0;590.0;546.0
1779;Departamento;Comas;3;1;0;77;1300.0;420.0;25.0
1780;Casa;Ancón;2;2;0;120;1580.0;;
1781;Departamento;La Punta;1;2;0;67;1500.0;522.0;104.0
1782;Departamento;Villa María del Triunfo;2;1;0;45;1100.0;360.0;40.0
1783;Departamento;Ate;3;3;1;130;2000.0;275.0;
1784;Departamento;Rímac;2;1;1;70;5500.0;2000.0;400.0
1785;Departamento;Jesús María;2;1;1;68;1500.0;1025.0;112.0
1786;Departamento;Breña;1;1;0;60;3200.0;614.0;250.0
1787;Flat;Chorrillos;1;1;1;70;2900.0;1071.0;85.0
1788;Departamento;Pachacámac;3;2;1;120;2500.0;1500.0;208.0
1789;Departamento;Lurín;2;0;0;71;1900.0;566.0;129.0
1790;Departamento;San Luis;2;1;0;60;1500.0;350.0;
1791;Departamento;Ate;3;2;3;127;6000.0;1700.0;3500.0
1792;Departamento;Callao;2;0;0;75;1300.0;200.0;125.0
1793;Habitación;Villa El Salvador;1;0;0;30;2150.0;260.0;25.0
1794;Habitación;Pachacámac;1;0;0;22;750.0;330.0;25.0
1795;Departamento;Ate;3;2;1;126;5400.0;980.0;594.0
1796;Departamento;Los Olivos;2;0;0;96;1250.0;;77.0
1797;Departamento;Chorrillos;3;2;2;130;4200.0;1357.0;326.0
1798;Departamento;San Bartolo;2;0;0;75;2600.0;878.0;
1799;Departamento;Ventanilla;2;1;0;69;1350.0;670.0;
1800;Departamento;San Miguel;2;1;0;210;3200.0;792.0;178.0
1801;Casa de villa;Ancón;2;1;0;100;1100.0;;
1802;Departamento;San Miguel;3;1;0;105;2200.0;684.0;132.0
1803;Departamento;San Borja;4;1;1;298;3500.0;3080.0;
1804;Habitación;San Borja;1;0;0;30;5000.0;600.0;
1805;Departamento;Santa Anita;3;1;1;78;1300.0;571.0;
1806;Departamento;Ate;2;1;1;69;2650.0;1300.0;200.0
1807;Casa;Ventanilla;2;0;0;52;1500.0;;
1808;Departamento;Ate;2;1;0;84;2200.0;900.0;2000.0
1809;Departamento;San Luis;2;1;0;50;850.0;450.0;12.0
1810;Departamento;Comas;3;2;2;190;21500.0;2700.0;700.0
1811;Casa en condominio;Lince;2;0;0;75;1500.0;360.0;
1812;Departamento;Ate;3;3;1;132;4900.0;2100.0;220.0
1813;Departamento;Ate;2;1;1;69;1700.0;975.0;183.0
1814;Departamento;Breña;3;2;1;112;4500.0;1400.0;231.0
1815;Casa;Santa Anita;2;1;0;90;1800.0;;
1816;Departamento;San Miguel;3;1;0;75;1900.0;510.0;
1817;Departamento;San Borja;4;1;2;264;3500.0;1900.0;68.0
1818;Departamento;Rímac;3;0;0;90;10000.0;;
1819;Departamento;San Borja;2;1;1;81;3700.0;1033.0;220.0
1820;Departamento;Ate;4;3;2;218;4900.0;2406.0;683.0
1821;Casa en condominio;Ate;4;4;4;869;24000.0;2214.0;2376.0
1822;Departamento;Ate;5;3;3;320;11000.0;4408.0;1575.0
1823;Departamento;San Bartolo;1;0;0;60;2600.0;600.0;60.0
1824;Departamento;Ate;3;2;1;90;2800.0;1517.0;359.0
1825;Departamento;Ate;3;1;1;92;3500.0;1200.0;
1826;Departamento;Mi Perú;2;1;0;62;1100.0;;
1827;Departamento;Rímac;2;0;0;66;2600.0;661.0;149.0
1828;Casa en condominio;Ate;4;4;4;300;14000.0;1200.0;350.0
1829;Departamento;San Miguel;2;0;0;80;1600.0;250.0;20.0
1830;Departamento;Ate;3;1;1;120;4200.0;1024.0;623.0
1831;Departamento;Comas;3;1;1;98;4950.0;1200.0;260.0
1832;Departamento;San Borja;3;1;0;138;2800.0;1501.0;318.0
1833;Habitación;Pachacámac;1;0;0;32;700.0;480.0;90.0
1834;Departamento;Jesús María;3;2;1;120;2200.0;550.0;174.0
1835;Departamento;Ate;3;3;3;145;5100.0;1100.0;
1836;Departamento;San Borja;2;0;1;52;2800.0;800.0;50.0
1837;Departamento;Pachacámac;1;0;0;50;1260.0;290.0;23.0
1838;Departamento;Lurín;2;1;0;74;1250.0;630.0;38.0
1839;Departamento;Ate;2;1;1;91;3800.0;1055.0;
1840;Departamento;Punta Negra;2;1;1;55;1500.0;520.0;1.0
1841;Departamento;Chorrillos;3;2;0;150;5500.0;1000.0;
1842;Departamento;Chorrillos;3;2;1;115;4500.0;1200.0;
1843;Departamento;Pueblo Libre;1;1;1;120;7000.0;1500.0;285.0
1844;Departamento;Rímac;4;2;4;200;10500.0;2710.0;944.0
1845;Departamento;Rímac;3;1;1;100;4500.0;1407.0;
1846;Departamento;Rímac;3;1;1;150;7000.0;2500.0;383.0
1847;Departamento;Ate;2;1;1;75;2100.0;638.0;
1848;Departamento;San Borja;1;0;0;33;1400.0;561.0;29.0
1849;Departamento;Ate;3;1;1;88;2300.0;803.0;
1850;Departamento;Ate;2;1;1;101;3000.0;2100.0;265.0
1851;Departamento;San Miguel;3;2;0;74;2500.0;713.0;95.0
1852;Departamento;San Borja;2;0;0;70;2200.0;520.0;
1853;Flat;Comas;2;2;2;102;4300.0;2000.0;300.0
1854;Habitación;San Borja;1;0;0;30;1100.0;423.0;242.0
1855;Departamento;Rímac;3;2;3;274;15000.0;5000.0;1700.0
1856;Departamento;San Luis;2;1;0;65;1600.0;668.0;
1857;Casa en condominio;Jesús María;4;3;4;161;5000.0;900.0;2200.0
1858;Departamento;San Borja;4;2;2;389;12400.0;3522.0;
1859;Departamento;San Borja;3;1;0;220;7000.0;2200.0;
1860;Departamento;Rímac;3;1;1;150;5000.0;1100.0;390.0
1861;Departamento;Villa El Salvador;1;0;0;52;1550.0;620.0;
1862;Departamento;Pueblo Libre;3;1;1;117;5500.0;1000.0;456.0
1863;Casa;Lince;2;1;0;80;2000.0;;
1864;Departamento;Villa El Salvador;3;2;1;216;5800.0;1750.0;350.0
1865;Casa en condominio;Villa El Salvador;4;1;2;180;2300.0;;20.0
1866;Departamento;San Borja;1;0;1;30;2700.0;;
1867;Departamento;Lince;2;0;0;60;700.0;;
1868;Departamento;Comas;2;1;2;74;10000.0;4042.0;393.0
1869;Departamento;San Borja;3;1;0;90;3000.0;780.0;175.0
1870;Departamento;La Perla;2;1;0;45;800.0;266.0;
1871;Departamento;Callao;3;1;1;100;2500.0;912.0;132.0
1872;Casa de villa;Pucusana;2;0;0;120;2000.0;;
1873;Casa en condominio;Ate;4;4;4;700;15000.0;2400.0;18000.0
1874;Departamento;Ate;2;1;0;73;2500.0;980.0;199.0
1875;Habitación;San Borja;1;0;0;40;1600.0;550.0;69.0
1876;Departamento;Rímac;3;1;1;100;10000.0;1900.0;275.0
1877;Departamento;Pueblo Libre;3;2;3;125;4700.0;1702.0;561.0
1878;Departamento;Ate;2;1;1;74;1600.0;900.0;
1879;Departamento;Los Olivos;2;0;0;67;1500.0;454.0;15.0
1880;Departamento;Ate;2;1;1;95;2000.0;1800.0;100.0
1881;Departamento;San Miguel;2;1;1;71;1400.0;600.0;
1882;Departamento;Jesús María;3;3;1;300;2900.0;1000.0;784.0
1883;Departamento;Jesús María;2;1;2;85;2300.0;1350.0;142.0
1884;Departamento;Ate;2;1;1;70;2550.0;980.0;125.0
1885;Departamento;San Miguel;3;0;0;120;1800.0;616.0;118.0
1886;Departamento;Jesús María;2;1;1;79;1800.0;1171.0;133.0
1887;Departamento;Callao;2;1;0;52;1100.0;618.0;13.0
1888;Departamento;Ate;2;1;1;72;1600.0;930.0;164.0
1889;Flat;Ate;1;2;1;110;4000.0;2500.0;450.0
1890;Departamento;Ate;3;3;3;233;20000.0;3522.0;1293.0
1891;Departamento;Santa Anita;2;0;0;72;1200.0;490.0;14.0
1892;Departamento;Chorrillos;2;1;1;85;2900.0;1400.0;
1893;Departamento;Mi Perú;2;1;0;47;1600.0;430.0;126.0
1894;Departamento;San Miguel;4;2;1;120;4000.0;900.0;300.0
1895;Departamento;Ate;4;2;1;120;3000.0;2267.0;300.0
1896;Departamento;Rímac;3;1;1;120;6500.0;1890.0;452.0
1897;Departamento;Jesús María;3;2;1;87;2600.0;777.0;224.0
1898;Departamento;San Borja;2;1;0;88;3800.0;727.0;140.0
1899;Departamento;Lurigancho;3;1;1;104;3800.0;1200.0;100.0
1900;Departamento;Santa Anita;2;1;0;61;1100.0;516.0;742.0
1901;Departamento;Miraflores;3;2;1;170;4500.0;1500.0;500.0
1902;Departamento;Lurín;1;1;0;48;1700.0;725.0;
1903;Departamento;Comas;2;1;0;100;3000.0;800.0;280.0
1904;Flat;Breña;1;1;1;50;2700.0;1200.0;163.0
1905;Departamento;San Borja;3;1;0;98;3800.0;964.0;230.0
1906;Departamento;Jesús María;3;1;1;76;1800.0;850.0;150.0
1907;Casa en condominio;Ate;5;2;5;900;30000.0;1900.0;1400.0
1908;Departamento;Punta Hermosa;2;1;2;103;4000.0;900.0;370.0
1909;Departamento;San Borja;2;0;0;67;2100.0;820.0;153.0
1910;Departamento;Puente Piedra;1;0;0;32;1600.0;500.0;20.0
1911;Departamento;Lince;2;0;0;44;850.0;260.0;13.0
1912;Flat;Ate;1;1;0;50;2900.0;1350.0;294.0
1913;Departamento;Jesús María;3;2;1;91;1900.0;1200.0;170.0
1914;Departamento;Comas;3;1;2;270;10000.0;2100.0;900.0
1915;Departamento;San Borja;3;2;2;354;13640.0;3825.0;1379.0
1916;Casa;Pachacámac;2;3;0;142;1600.0;;
1917;Departamento;Jesús María;3;2;1;124;2300.0;750.0;250.0
1918;Departamento;Ate;3;1;1;92;2500.0;1200.0;1732.0
1919;Departamento;Ate;2;1;0;78;2100.0;750.0;100.0
1920;Departamento;Chorrillos;2;1;1;120;3300.0;1446.0;
1921;Departamento;San Bartolo;2;1;0;200;8500.0;2300.0;510.0
1922;Departamento;Comas;1;0;1;48;2400.0;766.0;87.0
1923;Departamento;San Borja;4;1;1;220;15000.0;1300.0;408.0
1924;Departamento;Ate;2;1;1;89;2200.0;1144.0;101.0
1925;Departamento;Ate;4;2;1;189;8000.0;1790.0;686.0
1926;Departamento;San Miguel;2;0;0;40;1100.0;742.0;20.0
1927;Departamento;Jesús María;3;1;1;90;2000.0;800.0;257.0
1928;Departamento;Comas;3;1;1;130;7800.0;1325.0;493.0
1929;Departamento;Chorrillos;2;0;0;52;1750.0;400.0;80.0
1930;Habitación;Lurín;1;0;0;23;1350.0;320.0;25.0
1931;Departamento;Callao;5;3;2;204;3000.0;1063.0;372.0
1932;Departamento;Chorrillos;3;1;1;101;5100.0;1310.0;270.0
1933;Departamento;San Borja;2;0;2;85;6000.0;850.0;150.0
1934;Departamento;Pachacámac;2;0;0;60;600.0;110.0;
1935;Departamento;San Borja;3;1;1;229;7000.0;2000.0;370.0
1936;Departamento;San Miguel;2;0;0;80;1400.0;618.0;70.0
1937;Departamento;San Miguel;2;1;1;85;3300.0;900.0;
1938;Departamento;Ventanilla;2;1;0;55;1400.0;665.0;48.0
1939;Departamento;La Punta;2;1;0;74;2200.0;725.0;125.0
1940;Departamento;Villa El Salvador;3;0;0;150;4500.0;1100.0;
1941;Casa;Villa María del Triunfo;3;0;1;100;2800.0;380.0;
1942;Departamento;San Miguel;1;1;0;51;1300.0;412.0;21.0
1943;Departamento;Comas;2;1;1;109;3780.0;1500.0;306.0
1944;Departamento;Callao;3;2;1;128;2800.0;1000.0;
1945;Habitación;Punta Hermosa;0;0;0;24;1100.0;430.0;
1946;Departamento;Mi Perú;2;0;0;94;900.0;309.0;
1947;Departamento;Ate;2;1;1;72;2300.0;1200.0;241.0
1948;Departamento;Ate;2;2;2;100;2800.0;1600.0;370.0
1949;Departamento;San Bartolo;3;0;0;155;2800.0;1300.0;291.0
1950;Departamento;Villa El Salvador;3;1;0;110;3300.0;1300.0;1600.0
1951;Departamento;Pachacámac;1;0;0;40;1000.0;510.0;21.0
1952;Departamento;Pueblo Libre;4;2;1;150;4500.0;1500.0;368.0
1953;Departamento;San Borja;1;0;0;40;2000.0;510.0;
1954;Departamento;San Borja;3;0;0;113;3400.0;800.0;161.0
1955;Departamento;Ate;2;1;1;88;1900.0;1350.0;150.0
1956;Departamento;Comas;3;0;0;90;2600.0;1310.0;155.0
1957;Departamento;Pueblo Libre;3;2;2;245;8500.0;2000.0;890.0
1958;Departamento;Santa Anita;1;1;0;55;900.0;250.0;17.0
1959;Habitación;Chorrillos;0;0;0;18;700.0;366.0;30.0
1960;Departamento;Comas;2;2;1;130;16500.0;1530.0;52.0
1961;Departamento;Ate;1;1;0;68;2100.0;1025.0;
1962;Departamento;Santiago de Surco;3;1;1;130;4900.0;2100.0;300.0
1963;Departamento;Comas;3;1;2;153;5000.0;1870.0;590.0
1964;Departamento;San Borja;1;0;0;38;2000.0;560.0;69.0
1965;Departamento;Comas;2;0;0;64;3200.0;620.0;
1966;Casa en condominio;Ate;4;4;4;800;30000.0;2700.0;18300.0
1967;Departamento;Ate;1;1;1;82;1800.0;1300.0;265.0
1968;Flat;Comas;1;1;0;65;3600.0;1200.0;200.0
1969;Departamento;Comas;2;1;0;63;900.0;555.0;
1970;Departamento;Comas;3;0;0;96;3400.0;800.0;
1971;Departamento;Magdalena del Mar;2;1;0;90;1700.0;400.0;1200.0
1972;Departamento;San Borja;2;1;0;69;2850.0;885.0;173.0
1973;Departamento;San Borja;3;1;0;140;3100.0;1250.0;
1974;Departamento;San Miguel;2;1;1;68;2400.0;1015.0;1152.0
1975;Departamento;Jesús María;3;2;1;132;2500.0;673.0;
1976;Departamento;Punta Hermosa;3;0;0;111;2300.0;767.0;127.0
1977;Departamento;Jesús María;3;3;1;86;1500.0;916.0;180.0
1978;Departamento;Comas;2;0;0;75;2900.0;700.0;
1979;Departamento;Villa El Salvador;3;2;3;450;14000.0;4500.0;1500.0
1980;Departamento;Pucusana;1;0;0;31;1300.0;500.0;
1981;Departamento;Santa Anita;2;1;1;66;1200.0;755.0;80.0
1982;Casa;Punta Hermosa;2;0;0;46;1850.0;179.0;29.0
1983;Departamento;La Punta;1;0;0;50;1400.0;450.0;20.0
1984;Departamento;San Miguel;3;0;0;120;2400.0;686.0;78.0
1985;Departamento;Breña;1;1;0;62;2500.0;980.0;115.0
1986;Departamento;Ate;3;2;1;350;7000.0;2700.0;600.0
1987;Casa en condominio;Lince;2;2;0;200;1100.0;280.0;
1988;Departamento;Punta Hermosa;4;3;2;280;11500.0;3800.0;1500.0
1989;Departamento;Comas;2;1;1;114;5100.0;988.0;207.0
1990;Casa en condominio;Ate;5;3;4;407;9000.0;1049.0;8426.0
1991;Departamento;Lurigancho;3;0;0;85;2500.0;790.0;
1992;Departamento;Chorrillos;3;1;0;57;550.0;274.0;13.0
1993;Departamento;Ate;3;2;1;117;4500.0;1000.0;624.0
1994;Departamento;Lima;2;0;0;57;950.0;;
1995;Departamento;Jesús María;2;1;1;85;1500.0;570.0;180.0
1996;Departamento;Jesús María;3;3;2;188;3200.0;900.0;
1997;Departamento;Callao;2;1;2;50;1900.0;830.0;155.0
1998;Departamento;Ate;1;1;0;58;1800.0;966.0;
1999;Departamento;Pachacámac;1;0;0;55;850.0;350.0;35.0
2000;Departamento;Lince;2;1;0;60;900.0;308.0;
2001;Departamento;Rímac;4;2;2;180;17900.0;5000.0;800.0
2002;Departamento;Comas;3;1;1;150;7000.0;1710.0;400.0
2003;Departamento;Rímac;2;1;1;110;3900.0;1610.0;
2004;Departamento;Jesús María;3;2;2;200;3950.0;1100.0;450.0
2005;Departamento;San Bartolo;3;1;0;104;3600.0;1350.0;
2006;Departamento;Jesús María;2;1;1;90;2200.0;1000.0;
2007;Casa en condominio;Ate;4;7;4;496;20000.0;1500.0;1306.0
2008;Departamento;San Miguel;2;1;1;80;1800.0;1181.0;
2009;Departamento;Pachacámac;1;0;0;28;900.0;446.0;24.0
2010;Departamento;Rímac;4;2;1;142;6500.0;1790.0;472.0
2011;Departamento;Lurín;1;0;0;27;1000.0;359.0;29.0
2012;Departamento;La Molina;2;1;0;50;900.0;350.0;16.0
2013;Casa;Lince;4;1;4;100;1600.0;;
2014;Departamento;Jesús María;2;1;1;128;2800.0;770.0;289.0
2015;Departamento;Ate;4;3;4;304;12000.0;3724.0;805.0
